"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"5375";"27";20,9265074965255;"пл. Комсомольская";"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2";NA;NA;NA;47,23855;39,69936;423606,911133935;2202892,6739839;11;0;0;0;11;23
"2923";"27";1060,5683202758;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;5
"11805";"27";58,2081823692269;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;57
"6893";"27";354,45938774497;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;25
"6914";"27";326,646526329814;"РГУПС";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,2517;39,69818;425070,313434057;2202827,41664868;10;0;0;13;23;26
"3974";"27";595,345810090898;"пер. Боевой";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,25298;39,70207;425207,770966412;2203124,21424798;10;0;0;13;23;13
"11121";"27";427,950820503521;"ул. Цезаря Куникова";"99, 94, 78, 49, 27, 1";NA;NA;"99, 94, 78, 49, 44, 43, 23, 14, 11";47,25344;39,69422;425268,702444052;2202530,85542794;6;0;0;9;15;52
"11131";"27";638,917110975939;"ул. Цезаря Куникова";"49, 27, 1, 99, 96, 83";NA;NA;"99, 96, 78, 49, 44, 43, 23, 14, 11";47,25673;39,69715;425630,802049395;2202758,6713132;6;0;0;9;15;53
"5091";"27";793,385063548827;"пл. 2-й Пятилетки";"99, 94, 78, 49, 27, 1";NA;NA;"99, 94, 78, 49, 44, 43, 23, 14, 11";47,25977;39,68942;425978,448344487;2202179,19950327;6;0;0;9;15;20
"936";"27";338,48993403177;"ул. Иловайская";"78, 27";NA;NA;"78, 44, 23, 11";47,26531;39,6825;426603,064122484;2201665,73305942;2;0;0;4;6;45
"98";"27";180,72134174144;"АТП-3";"94, 78, 27";NA;NA;"94, 78, 44, 23, 11";47,26823;39,68375;426926,114328146;2201765,74004809;3;0;0;5;8;1
"99";"27";383,056429930949;"АТП-3";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,26976;39,68455;427095,20164094;2201829,11178094;3;0;0;5;8;2
"465";"27";349,902867257446;"пер. Радиаторный";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,27353;39,68611;427512,362143985;2201954,13165025;3;0;0;5;8;17
"424";"27";394,654682007575;"пер. Изыскательский";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,27736;39,68574;427938,624390319;2201933,22223475;3;0;0;5;8;15
"357";"27";543,724308410786;"Неклиновская";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,28091;39,68345;428336,178592155;2201766,54154088;3;0;0;5;8;12
"8102";"27";357,326886396421;"Столбовая";"27, 18п, 18л";NA;NA;NA;47,28405;39,67781;428692,395572144;2201345,69401679;3;0;0;0;3;42
"7682";"27";49,3571036648329;"Сады ""Звезда""";"27, 18п, 18л";NA;NA;NA;47,28414;39,67308;428708,404870533;2200988,03564429;3;0;0;0;3;36
"6762";"27";158,077083978374;"Промежуточная";"27, 18п, 18л";NA;NA;NA;47,28423;39,67244;428719,224537692;2200939,78771457;3;0;0;0;3;24
"11142";"27";211,277340571166;"ул. Центральная";"27, 18п, 18л";NA;NA;NA;47,28426;39,67002;428725,641283274;2200756,77050115;3;0;0;0;3;54
"7502";"27";292,08661484559;"С/т ""Спутник""";"27, 18п, 18л";NA;NA;NA;47,28584;39,66697;428905,18819257;2200529,0039381;3;0;0;0;3;30
"7662";"27";206,234136436894;"Сады ""За дружбу""";"27, 18п, 18л";NA;NA;NA;47,28808;39,66489;429156,877505795;2200375,86855183;3;0;0;0;3;34
"4962";"27";270,806717495451;"пер. Учительский";"27, 18п, 18л";NA;NA;NA;47,28985;39,66341;429355,550484057;2200267,24665968;3;0;0;0;3;19
"7692";"27";109,887386187115;"Сады Геологов";"27, 18п, 18л";NA;NA;NA;47,29232;39,66104;429633,189253504;2200092,63334729;3;0;0;0;3;37
"7454";"27";479,961532768711;"С/т ""Вираж""";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,29329;39,66077;429741,374751305;2200074,04081412;5;0;0;2;7;27
"7484";"27";347,899743362108;"С/т ""Салют""";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,2959;39,66603;430024,80193946;2200476,79689887;5;0;0;2;7;28
"7541";"27";545,851067657643;"С/т ""Энергия""";"27, 10";NA;NA;NA;47,29714;39,67034;430157,157371586;2200805,09979211;2;0;0;0;2;32
"2714";"27";404,740565255558;"Каменские сады";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,29736;39,67764;430172,340112813;2201357,62138614;5;0;0;2;7;3
"3324";"27";273,845947351532;"Магазин";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,3012;39,677;430600,060932592;2201316,37320396;5;0;0;2;7;8
"7954";"27";1626,11164214051;"Совхоз СКВО";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,30367;39,67705;430874,598453554;2201324,75747654;5;0;0;2;7;39
"3473";"27";828,846453957413;"мкр. Суворовский";"27, 18п, 18л, 1";NA;NA;"43, 10";47,31803;39,6731;432476,08041463;2201052,89403377;4;0;0;2;6;9
"3484";"27";NA;"мкр. Суворовский";"27, 18п, 18л, 10, 1";NA;NA;"43, 10";47,31965;39,68382;432642,609671739;2201866,35116844;5;0;0;2;7;10
"1143";"28";261,494346862042;"Участок 8";"69a, 69, 28";NA;NA;NA;47,30817;39,75918;431274,046918707;2207543,4962157;3;0;0;0;3;37
"1141";"28";185,955878917498;"Участок 7";"69a, 69, 28";NA;NA;NA;47,3073;39,76247;431173,421801633;2207790,75819014;3;0;0;0;3;35
"1140";"28";404,118307560306;"Участок 5";"69a, 69, 28";NA;NA;NA;47,30715;39,76497;431153,786783759;2207979,54112627;3;0;0;0;3;34
"1138";"28";507,052309144802;"Участок 3";"69a, 69, 28";NA;NA;NA;47,30748;39,77069;431183,727584742;2208412,64525979;3;0;0;0;3;32
"1136";"28";535,990336070056;"Участок 2";"69a, 69, 28";NA;NA;NA;47,30463;39,77593;430860,726387122;2208803,97020667;3;0;0;0;3;30
"765";"28";670,36441721984;"Сады ""Виноградарь""";"69a, 69, 28";NA;NA;NA;47,30469;39,78303;430859,102436932;2209340,98427979;3;0;0;0;3;20
"722";"28";595,571239310273;"Рощинская";"36, 28";NA;NA;"92, 90";47,29819;39,78386;430135,499827397;2209392,62749696;2;0;0;2;4;17
"8291";"28";51,3580711234286;"ТЦ ""Меркурий""";"36, 28, 3а";NA;NA;"92, 90";47,29284;39,78391;429540,657062104;2209387,25568807;3;0;0;2;5;23
"7381";"28";229,561654633972;"Рынок ""Меркурий""";"36, 28, 3а";NA;NA;"92, 90";47,29239;39,78376;429490,803084673;2209375,14000012;3;0;0;2;5;19
"3651";"28";178,189593305427;"Областная туб. больница";"36, 28, 3а";NA;NA;"92, 90, 44";47,29015;39,78368;429241,865100953;2209365,25600315;3;0;0;3;6;12
"252";"28";344,87462686364;"завод ""Юг Авто Ремонт""";"36, 28";NA;NA;"92, 90, 44";47,28831;39,78329;429037,758011725;2209332,60626363;2;0;0;3;5;9
"83";"28";191,684158868253;"Аквадар";"36, 28";NA;NA;"92, 90, 44";47,28494;39,78134;428665,372696605;2209179,32202871;2;0;0;3;5;1
"131";"28";600,822167301591;"Больница";"36, 28";NA;NA;"92, 90, 44";47,28362;39,77971;428520,525073156;2209053,74761469;2;0;0;3;5;4
"891";"28";37,1893700666322;"ул. Вятская";"36, 28";NA;NA;"92, 90, 44";47,2794;39,77475;428057,174719063;2208671,24377673;2;0;0;3;5;24
"1045";"28";709,454639430201;"ул. Орская";"69a, 28";NA;NA;"95, 92, 44";47,27912;39,77325;428027,806347499;2208557,27465885;2;0;0;3;5;26
"1130";"28";186,456563738479;"ул. Щербакова";"69a, 36, 28";NA;NA;"95";47,27734;39,78227;427819,362749241;2209236,65837542;3;0;0;1;4;29
"3091";"28";837,123543351567;"Лесная школа";"36, 28, 3";NA;NA;NA;47,27567;39,78246;427633,480175737;2209248,17404399;3;0;0;0;3;11
"9401";"28";411,012931540788;"ул. Камская";"42а, 42, 36, 35а, 35, 28, 3а";NA;NA;"59, 58, 24";47,26989;39,78955;426982,654321282;2209774,78324922;7;0;0;3;10;25
"6071";"28";745,618361812531;"пр. 20-летия Октября";"42а, 42, 36, 35а, 35, 28, 3а";NA;NA;"59, 58, 24";47,26697;39,78622;426661,889110195;2209517,81519613;7;0;0;3;10;14
"1128";"28";534,134046767093;"ул. Щербакова";"42а, 42, 36, 35а, 35, 28";NA;NA;"59, 58, 24";47,26419;39,77724;426363,297285105;2208833,47298113;6;0;0;3;9;28
"956";"28";342,991054570899;"АРМ";"96, 89, 54, 28, 18л";NA;NA;"96, 79, 30, 29";47,26425;39,77017;426378,26766526;2208298,52638528;5;0;0;4;9;3
"2054";"28";562,085312562332;"Детский комбинат";"96, 3а, 3, 28, 35, 35а, 36, 42, 42а, 54, 14, 89, 18л";NA;NA;"24, 29, 30, 58, 59, 63, 79, 96, 14";47,26131;39,76879;426053,041757072;2208188,9987729;13;0;0;9;22;6
"7301";"28";914,946567112124;"Рынок ""Донской""";"96, 89, 54, 28, 18л";NA;NA;"96, 79, 30, 29";47,26615;39,76667;426593,625220822;2208036,94611823;5;0;0;4;9;18
"1794";"28";352,16493611613;"Главная проходная РСМ";"89, 3а, 14, 18л, 28, 35, 35а, 36, 42, 3, 54, 96, 42а";NA;NA;"96, 14, 24, 29, 30, 58, 59, 63, 79";47,25797;39,76549;425685,615881038;2207933,44585205;13;0;0;9;22;5
"7811";"28";1395,23822909425;"Сельмаш";"94, 36, 28, 14";NA;NA;"94, 66, 58, 30";47,25494;39,76415;425350,343677147;2207826,75806976;4;0;0;4;8;21
"6931";"28";398,535230636444;"РЗНО";"96, 89, 54, 28, 18л";NA;NA;"96, 79, 30, 29";47,26739;39,76202;426736,982232411;2207687,21119059;5;0;0;4;9;15
"7841";"28";468,985723933767;"СИ и ТО";"96, 89, 54, 28, 18л";NA;NA;"96, 79, 30, 29, 19";47,27097;39,76206;427134,93818697;2207696,47211188;5;0;0;5;10;22
"2451";"28";NA;"Завод ""Копнитель""";"90, 89, 54, 28, 18л";NA;NA;"79";47,275;39,76387;427580,826512433;2207840,44109728;5;0;0;1;6;8
"379";"31";410,136339053661;"Очистные сооружения";"31";NA;NA;"73";47,18984;39,6803;418215,61140268;2201359,12192548;1;0;0;1;2;8
"709";"31";243,4849823194;"Роставто";"31";NA;NA;"73";47,19179;39,6849;418426,589468809;2201711,33715957;1;0;0;1;2;11
"708";"31";213,23203892225;"Роставто";"31";NA;NA;"73";47,19327;39,68727;418588,140280204;2201893,67196272;1;0;0;1;2;10
"850";"31";438,588435808592;"ул. 2-я Луговая, 28";"31";NA;NA;NA;47,19253;39,68987;418502,604881789;2202089,33651191;1;0;0;0;1;16
"818";"31";403,418667378646;"Табачная фабрика";"31";NA;NA;"73";47,19625;39,69178;418913,770230698;2202240,92022132;1;0;0;1;2;14
"1197";"31";270,207700690683;"Юг Руси";"31";NA;NA;"73";47,1987;39,69571;419181,223468602;2202543,21117802;1;0;0;1;2;19
"789";"31";388,084673663663;"СКЛП";"31";NA;NA;"73";47,20041;39,69844;419367,920088555;2202753,19834219;1;0;0;1;2;12
"299";"31";468,487116362478;"Красный моряк";"31";NA;NA;"73";47,20325;39,70286;419678,147233702;2203093,27985512;1;0;0;1;2;6
"82";"31";233,404347972858;"АЗС";"31";NA;NA;"73";47,20072;39,70781;419390,739697858;2203463,7237061;1;0;0;1;2;1
"165";"31";372,706395290487;"Гараж МВД";"39, 31";NA;NA;NA;47,20186;39,7104;419514,273065531;2203662,03294877;2;0;0;0;2;2
"267";"31";425,089798543083;"Испытатель";"39, 31";NA;NA;NA;47,20508;39,71175;419870,582095955;2203770,15110733;2;0;0;0;2;5
"1196";"31";420,742319096056;"Элеватор";"39, 31";NA;NA;NA;47,20661;39,7169;420034,332747294;2204163,0908955;2;0;0;0;2;18
"925";"31";228,84450128404;"ул. Заречная";"39, 31";NA;NA;NA;47,2102;39,71864;420431,305802409;2204301,38209933;2;0;0;0;2;17
"193";"31";780,777644250332;"Городской пляж";"31";NA;NA;NA;47,20993;39,72164;420397,61072575;2204528,16426184;1;0;0;0;1;4
"828";"31";2734,26160549409;"ТЦ ""МегаМаг""";"75, 31";NA;NA;"73";47,20302;39,72341;419627,240285046;2204649,85203312;2;0;0;1;3;15
"6733";"31";303,200006721227;"Пригородный ЖДВ";"3а, 7, 31, 33, 39, 70, 80, 3";NA;"22, 1, 2, 9";"55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40";47,21788;39,69462;421314,880215892;2202495,82763464;8;0;4;12;24;9
"1862";"31";NA;"Главный ЖДВ";"39, 31, 3а, 3";NA;NA;"58, 20";47,2199;39,69193;421542,817974246;2202295,79054373;4;0;0;2;6;3
"273";"32";240,786139688921;"Каратаево";"32";NA;NA;NA;47,23052;39,54198;422922,344039336;2190960,12606481;1;0;0;0;1;13
"47";"32";249,39095381243;"3-й Колхозный переулок";"32";NA;NA;NA;47,23177;39,54468;423057,53607824;2191167,14997238;1;0;0;0;1;2
"316";"32";220,130528940778;"Магазин";"32";NA;NA;NA;47,23014;39,54709;422872,962154281;2191346,31043905;1;0;0;0;1;21
"274";"32";170,174692676961;"Каратаево-переезд";"32";NA;NA;NA;47,23032;39,54999;422888,93456531;2191566,286334;1;0;0;0;1;14
"275";"32";1210,50333782716;"Каратаево-переезд";"32";NA;NA;NA;47,23129;39,55173;422994,35278866;2191700,02963027;1;0;0;0;1;15
"1182";"32";751,575588420873;"Школа";"32";NA;NA;NA;47,22373;39,56416;422136,690365288;2192626,00848879;1;0;0;0;1;33
"1082";"32";417,316847478903;"ул. Совхозная";"32";NA;NA;NA;47,21957;39,57233;421662,990563783;2193236,41006645;1;0;0;0;1;28
"163";"32";460,724137943356;"Гараж";"32";NA;NA;NA;47,21629;39,5757;421293,734639846;2193485,08328728;1;0;0;0;1;7
"833";"32";768,757732914903;"ТЭЦ-2";"64, 32";NA;NA;NA;47,21359;39,58086;420986,531553969;2193870,54230217;2;0;0;0;2;25
"301";"32";379,017793683038;"Левенцовка";"64, 32";NA;NA;NA;47,20975;39,58946;420547,957730307;2194514,37332694;2;0;0;0;2;18
"276";"32";264,822890836989;"Карьер";"64, 32";NA;NA;NA;47,21066;39,59431;420642,574070511;2194883,59119307;2;0;0;0;2;16
"241";"32";282,403334874677;"з/д Спецавтоматика";"64, 32";NA;NA;NA;47,21004;39,59774;420569,028237524;2195142,2066429;2;0;0;0;2;11
"72";"32";510,203573562483;"Автозапчасти";"64, 32";NA;NA;NA;47,21161;39,60168;420738,277479367;2195443,77430355;2;0;0;0;2;3
"1611";"32";292,651456084255;"ВОС";"64, 32, 16";NA;NA;NA;47,21175;39,60893;420744,144002172;2195993,26149395;3;0;0;0;3;5
"3491";"32";521,90460591676;"Молкомбинат";"64, 32, 16";NA;NA;NA;47,21184;39,61292;420748,834261236;2196295,69303151;3;0;0;0;3;22
"1149";"32";381,912625962969;"Хладокомбинат";"32";NA;NA;"56, 25, 23";47,20694;39,61377;420202,958596973;2196350,52396531;1;0;0;3;4;30
"848";"32";282,767690517244;"ул. 2-я Краснодарская";"32";NA;NA;"56, 25, 23";47,20345;39,61364;419815,139612492;2196333,8663928;1;0;0;3;4;26
"198";"32";NA;"ГПЗ-10";"98, 96, 94, 57, 34а, 34, 32";NA;NA;"98, 96, 94, 93, 44, 20";47,20009;39,61318;419442,212123502;2196292,45745231;7;0;0;6;13;9
"9171";"33";579,461538975086;"ул. Думенко,15";"89, 83, 78, 69a, 69, 35, 33, 22";NA;NA;NA;47,29943;39,75305;430309,679878286;2207064,62872689;8;0;0;0;8;37
"695";"33";426,36277883015;"р-к ""Верхний Темерник""";"89, 83, 78, 69a, 69, 33";NA;NA;"83, 78, 56, 25, 23";47,30112;39,74579;430506,258305747;2206518,54817171;6;0;0;5;11;23
"1007";"33";222,151698154692;"ул. Миронова";"89, 83, 78, 33";NA;NA;"83, 78, 56, 25, 23";47,29757;39,74367;430114,136553716;2206351,94265744;4;0;0;5;9;46
"1009";"33";311,17439307052;"ул. Миронова";"89, 83, 78, 33";NA;NA;"83, 78, 56, 25, 23";47,29814;39,74085;430180,90240603;2206139,67264903;4;0;0;5;9;47
"962";"33";369,382275638469;"ул. Лелюшенко";"89, 83, 78, 54, 33";NA;NA;"83, 78, 56, 25, 23";47,29657;39,73709;430010,898784165;2205852,51097504;5;0;0;5;10;40
"728";"33";185,551329143028;"Рынок ""Геркулес""";"89, 83, 78, 54, 33";NA;NA;"83, 78, 56, 25, 23";47,29298;39,73483;429614,518002085;2205675,18762636;5;0;0;5;10;26
"6981";"33";536,782707904618;"р-к ""Нижний Темерник""";"92a, 83, 78, 33, 18л";NA;NA;"95, 83, 79, 78, 56, 44, 29, 25, 23";47,29207;39,73245;429516,235600976;2205493,54594404;5;0;0;9;14;25
"5971";"33";450,44019400245;"пос. Мясникован";"92a, 83, 78, 33, 18п";NA;NA;"95, 83, 79, 78, 56, 44, 29, 25, 23";47,29582;39,72776;429938,84379946;2205145,51455113;5;0;0;9;14;16
"8871";"33";563,446624920364;"ул. Вологодская";"92a, 83, 78, 33, 18п";NA;NA;"95, 83, 79, 78, 56, 44, 38, 29, 25, 23";47,29707;39,72186;430085,017685289;2204701,52467598;5;0;0;10;15;33
"6361";"33";167,59889120901;"пр. Королева";"92a, 83, 78, 33, 18л";NA;NA;"95, 83, 79, 78, 56, 44, 29, 25, 23";47,29539;39,71482;429906,886812546;2204166,03573599;5;0;0;9;14;20
"5401";"33";253,297834002137;"пл. Королева";"92a, 83, 65, 63, 33, 18п";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,29425;39,71337;429781,933939733;2204054,30081026;6;0;1;8;15;10
"11791";"33";441,130314562025;"Шаталова";"92a, 83, 65, 63, 33, 18п";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,292;39,71387;429531,175427034;2204088,04461865;6;0;1;8;15;57
"1421";"33";353,761511262928;"бул. Комарова";"92a, 78, 65, 63, 33, 18л";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,2882;39,71521;429107,062929142;2204182,52789439;6;0;1;8;15;1
"5831";"33";424,408207884451;"Поликлиника №16";"92a, 78, 65, 63, 33, 18л";NA;"6";"95, 83, 65, 63, 56, 44, 25, 11";47,2851;39,71588;428761,598286398;2204227,60594833;6;0;1;8;15;14
"7762";"33";766,115552615599;"Северный рынок";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,28091;39,71683;428294,610173732;2204291,9044413;10;0;1;10;21;28
"9192";"33";318,186849317265;"ул. Евдокимова";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,27409;39,71855;427534,289932214;2204409,73043114;10;0;1;10;21;38
"11083";"33";498,978224812249;"ул. Фурмановская";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,27054;39,71999;427137,855531933;2204512,29266777;14;0;1;12;27;53
"10223";"33";155,576750919637;"ул. Нариманова";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,26617;39,72146;426650,22397021;2204615,66480817;14;0;1;12;27;49
"10204";"33";536,043804817289;"ул. Нариманова";"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90";NA;"6";"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77";47,26493;39,72051;426513,532179374;2204541,53999504;15;0;1;12;28;48
"8264";"33";440,465422259162;"ТРЦ ""Горизонт""";"92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90";NA;"6";"21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92";47,25983;39,7177;425949,993277756;2204319,68303993;15;0;1;12;28;30
"8951";"33";173,886478937099;"ул. Герасименко";"65, 18л, 33, 46, 63, 77, 78, 90, 90а, 92a, 47";NA;"6";"63, 65, 25, 47, 56, 92, 83, 77, 66";47,25606;39,71593;425533,043862274;2204178,9089394;11;0;1;9;21;36
"8942";"33";506,601971957443;"ул. Герасименко";"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83";NA;"6";"45, 56, 63, 65, 66, 77, 83, 92, 25";47,25467;39,71488;425379,804506779;2204096,92058985;10;0;1;9;20;35
"5431";"33";183,188429835169;"пл. Ленина";"92a, 46, 47, 63, 65, 77, 78, 90, 90а, 18л, 33";NA;"6";"47, 56, 63, 65, 66, 77, 83, 92, 25";47,25032;39,71291;424898,626247647;2203939,92903956;11;0;1;9;21;12
"5423";"33";286,451146825411;"пл. Ленина";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,24868;39,71271;424716,548171288;2203921,81909029;13;0;1;7;21;11
"11061";"33";730,945363576955;"ул. Турмалиновская";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"25, 47, 49, 65, 77, 83, 92";47,24589;39,71315;424405,831424119;2203950,07643592;14;0;1;7;22;51
"3743";"33";498,725637373487;"Общежитие РИСИ";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,23885;39,71336;423622,911349254;2203953,23223702;13;0;1;7;21;5
"11561";"33";246,244647204803;"ЦГБ";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"25, 47, 49, 65, 77, 83, 92";47,23382;39,71394;423062,994607226;2203988,04778962;14;0;1;7;22;55
"9663";"33";333,599433162916;"ул. Лермонтовская";"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49";NA;"6";"45, 49, 65, 77, 83, 92";47,2307;39,71498;422714,853127496;2204061,15981958;13;0;1;6;20;42
"9811";"33";397,7006945924;"ул. М. Горького";"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78";NA;"6";"47, 49, 65, 77, 83, 92";47,22668;39,71704;422265,402809142;2204209,90318717;14;0;1;6;21;45
"8633";"33";122,969079845831;"ул. Б. Садовая";"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65";NA;"6";"45, 49, 65, 77, 83, 92";47,2232;39,71823;421877,058286447;2204293,75186761;13;0;1;6;20;32
"6253";"33";137,543018450912;"пр. Ворошиловский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22225;39,7174;421772,463353477;2204229,17646834;8;0;4;0;12;19
"5541";"33";410,870289223736;"пл. Советов";"99, 92a, 90а, 90, 78, 77, 65, 58, 47, 46, 35а, 35, 33, 1";NA;"6";NA;47,22181;39,7191;421721,459709701;2204357,13961722;14;0;1;0;15;13
"4783";"33";383,867882681521;"пер. Семашко";"3, 98, 80, 70, 67, 33, 7, 3а";NA;"22, 9, 2, 1";NA;47,22146;39,71369;421689,201964836;2203946,75713121;8;0;4;0;12;9
"1159";"33";421,792329146575;"Центральный рынок";"78, 33";NA;NA;"92, 83";47,21807;39,71276;421313,47184984;2203870,18270958;2;0;0;2;4;56
"2934";"33";114,053577049448;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;4
"6173";"33";393,398634049772;"пр. Буденновский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21984;39,70622;421518,334420981;2203378,03367013;8;0;4;0;12;18
