field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descript_1,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop,beer_apt,coffee_apt,food_apt,pop_densit
29312,75,"304,39935491402",Консерватория,"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58",NA,NA,"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38",47.21968,39.70771,421498.70079,2203490.59853,17,0,0,12,29,1,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,9.00000,13.00000,80.00000,216.00000
11665,75,"1942,4646070037",Центральный рынок,"75, 64, 57, 41, 16, 4",NA,"12, 8",NA,47.21695,39.70794,421194.91374,2203503.05888,6,0,2,0,8,7,Старый центр,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,8.00000,13.00000,80.00000,96.00000
702,77,"337,452512942937",РМПАТП-6,77,NA,NA,"95, 77",47.29657,39.70217,430053.72259,2203211.41787,1,0,0,2,3,13,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,3.00000,50.00000,36.00000
5234,77,"384,257299578414",пл. Добровольского,"45, 46, 47, 77, 94, 21",NA,NA,"38, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19",47.29345,39.70294,429705.90140,2203263.95665,6,0,0,11,17,8,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,20.00000,3.00000,50.00000,192.00000
1444,77,"428,403442793898",бул. Комарова,"45, 46, 47, 77, 96, 21",NA,NA,"38, 11, 21, 96, 44, 45, 47, 66, 77, 95, 19",47.28963,39.70367,429280.30859,2203312.19928,6,0,0,11,17,1,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,1.60000,60.00000,240.00000
9094,77,"504,560092804198",ул. Добровольского,"45, 46, 47, 77, 96, 21",NA,NA,"30, 11, 21, 96, 38, 44, 45, 47, 66, 77, 95, 19",47.28575,39.70527,428846.96667,2203426.15468,6,0,0,12,18,22,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,18.00000,0.90000,50.00000,96.00000
5173,77,"115,689144430427",пл. Борко,"45, 47, 77, 96, 21",NA,NA,"38, 11, 19, 30, 96, 44, 45, 47, 66, 77, 95, 21",47.28259,39.71006,428489.72613,2203782.77070,5,0,0,12,17,6,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,15.00000,4.00000,60.00000,192.00000
1463,77,"421,55041164577",бул. Новоселов,"45, 47, 77, 94, 21",NA,NA,"30, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19",47.28298,39.71148,428531.33039,2203890.90480,5,0,0,11,16,3,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,1.80000,60.00000,264.00000
9197,77,"318,186849317265",ул. Евдокимова,"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27409,39.71855,427534.28993,2204409.73043,10,0,1,10,21,24,БСМП-2,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,,40.00000,16.80000
11089,77,"498,978224812249",ул. Фурмановская,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.27054,39.71999,427137.85553,2204512.29267,14,0,1,12,27,36,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,,,30.00000,96.00000
10229,77,"155,576750919637",ул. Нариманова,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.26617,39.72146,426650.22397,2204615.66481,14,0,1,12,27,31,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
102010,77,"536,043804817289",ул. Нариманова,"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90",NA,6,"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77",47.26493,39.72051,426513.53218,2204541.54000,15,0,1,12,28,30,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,23.00000,40.00000,216.00000
8947,77,"506,601971957443",ул. Герасименко,"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83",NA,6,"45, 56, 63, 65, 66, 77, 83, 92, 25",47.25467,39.71488,425379.80451,2204096.92059,10,0,1,9,20,20,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,8.00000,0.70000,40.00000,192.00000
11068,77,"730,945363576955",ул. Турмалиновская,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"25, 47, 49, 65, 77, 83, 92",47.24589,39.71315,424405.83142,2203950.07644,14,0,1,7,22,34,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,17.00000,8.00000,50.00000,192.00000
37410,77,"498,725637373487",Общежитие РИСИ,"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65",NA,6,"25, 45, 49, 65, 77, 83, 92",47.23885,39.71336,423622.91135,2203953.23224,13,0,1,7,21,4,Нансена центр,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,9.00000,8.00000,40.00000,96.00000
11568,77,"246,244647204803",ЦГБ,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"25, 47, 49, 65, 77, 83, 92",47.23382,39.71394,423062.99461,2203988.04779,14,0,1,7,22,38,ЦГБ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,17.00000,10.00000,80.00000,192.00000
96610,77,"333,599433162916",ул. Лермонтовская,"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49",NA,6,"45, 49, 65, 77, 83, 92",47.23070,39.71498,422714.85313,2204061.15982,13,0,1,6,20,26,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,16.00000,8.00000,60.00000,480.00000
9818,77,"397,7006945924",ул. М. Горького,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"47, 49, 65, 77, 83, 92",47.22668,39.71704,422265.40281,2204209.90319,14,0,1,6,21,29,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,8.00000,25.00000,50.00000,216.00000
86310,77,"168,13368313904",ул. Б. Садовая,"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65",NA,6,"45, 49, 65, 77, 83, 92",47.22320,39.71823,421877.05829,2204293.75187,13,0,1,6,20,19,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,5.00000,22.00000,80.00000,168.00000
5548,77,"187,570299705484",пл. Советов,"99, 92a, 90а, 90, 78, 77, 65, 58, 47, 46, 35а, 35, 33, 1",NA,6,NA,47.22181,39.71910,421721.45971,2204357.13962,14,0,1,0,15,11,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,10.00000,3.00000,100.00000,96.00000
10963,77,"492,321661937672",ул. Темерницкая,"92a, 77, 65, 46, 1",NA,6,"92, 83, 65",47.22014,39.71877,421536.20565,2204329.13693,5,0,1,3,9,32,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,11.00000,8.00000,90.00000,96.00000
9361,78,"808,472238441452",ул. Иловайская,"78, 27",NA,NA,"78, 44, 23, 11",47.26531,39.68250,426603.06412,2201665.73306,2,0,0,4,6,35,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,,40.00000,96.00000
5093,78,"792,500986518525",пл. 2-й Пятилетки,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25977,39.68942,425978.44834,2202179.19950,6,0,0,9,15,10,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,8.00000,,28.00000,12.00000
11123,78,"575,939420115462",ул. Цезаря Куникова,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25344,39.69422,425268.70244,2202530.85543,6,0,0,9,15,48,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,4.00000,0.30000,40.00000,72.00000
6898,78,"1118,6021563851",РГУПС,"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а",NA,NA,"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6",47.24862,39.69699,424729.38387,2202731.69037,12,0,0,12,24,22,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,8.00000,1.50000,50.00000,168.00000
53510,78,"407,344472266779",пл. Комсомольская,"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58",NA,NA,"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47",47.23698,39.69988,423431.72110,2202929.17436,14,0,0,12,26,12,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,11.00000,2.80000,60.00000,168.00000
98811,78,"668,133124472512",ул. Максима Горького,"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47",NA,NA,"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47",47.22541,39.70508,422138.98223,2203301.83178,15,0,0,11,26,40,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,11.00000,19.00000,70.00000,72.00000
29313,78,"421,792329146575",Консерватория,"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58",NA,NA,"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38",47.21968,39.70771,421498.70079,2203490.59853,17,0,0,12,29,4,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193,9.00000,13.00000,80.00000,216.00000
5549,78,"564,051885670105",пл. Советов,"99, 92a, 90а, 90, 78, 77, 65, 58, 47, 46, 35а, 35, 33, 1",NA,6,NA,47.22181,39.71910,421721.45971,2204357.13962,14,0,1,0,15,14,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,10.00000,3.00000,100.00000,96.00000
9819,78,"582,402331108087",ул. М. Горького,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"47, 49, 65, 77, 83, 92",47.22668,39.71704,422265.40281,2204209.90319,14,0,1,6,21,39,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895,8.00000,25.00000,50.00000,216.00000
9679,78,"246,244647204803",ул. Лермонтовская,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"47, 49, 65, 77, 83, 92",47.23170,39.71487,422826.16182,2204054.63739,14,0,1,6,21,38,ЦГБ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,18.00000,8.00000,60.00000,168.00000
11569,78,"614,007589148365",ЦГБ,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"25, 47, 49, 65, 77, 83, 92",47.23382,39.71394,423062.99461,2203988.04779,14,0,1,7,22,50,ЦГБ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,17.00000,10.00000,80.00000,192.00000
3759,78,"730,945363576955",Общежитие РИСИ,"99, 46, 47, 58, 65, 77, 78, 90, 90а, 35а, 92a, 35, 1, 33",NA,6,"47, 49, 65, 77, 83, 92, 25",47.23933,39.71357,423676.01576,2203970.00098,14,0,1,7,22,7,Нансена центр,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,17.00000,17.00000,90.00000,1.68000
11069,78,"493,478716045482",ул. Турмалиновская,"90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78",NA,6,"25, 47, 49, 65, 77, 83, 92",47.24589,39.71315,424405.83142,2203950.07644,14,0,1,7,22,46,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,17.00000,8.00000,50.00000,192.00000
102210,78,"609,618927149682",ул. Нариманова,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.26617,39.72146,426650.22397,2204615.66481,14,0,1,12,27,44,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
11079,78,"318,186849317265",ул. Фурмановская,"92a, 21, 33, 45, 46, 47, 63, 65, 77, 18л, 78",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27162,39.72067,427257.08997,2204565.69257,11,0,1,10,22,47,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,6.00000,,40.00000,120.00000
9198,78,"770,232160776873",ул. Евдокимова,"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27409,39.71855,427534.28993,2204409.73043,10,0,1,10,21,34,БСМП-2,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,,40.00000,16.80000
5834,78,"348,779324677027",Поликлиника №16,"92a, 78, 65, 63, 33, 18л",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.28510,39.71588,428761.59829,2204227.60595,6,0,1,8,15,15,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,2.70000,50.00000,312.00000
1424,78,"800,928632425744",бул. Комарова,"92a, 78, 65, 63, 33, 18л",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.28820,39.71521,429107.06293,2204182.52789,6,0,1,8,15,2,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,2.70000,50.00000,312.00000
6351,78,"411,639496804791",пр. Королева,"92a, 78, 18п",NA,NA,"95, 79, 78, 56, 44, 38, 29, 25, 23",47.29567,39.71509,429937.68332,2204186.96355,3,0,0,9,12,18,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,1.90000,28.00000,312.00000
6372,78,"418,479618443788","пр. Королева, 15","78, 18п, 18л",NA,NA,"79, 78, 38, 23",47.29507,39.70971,429877.61414,2203778.96288,3,0,0,4,7,20,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,3.00000,50.00000,36.00000
5242,78,"224,232792872666",пл. Добровольского,"78, 18п, 18л",NA,NA,"79, 78, 38, 23",47.29519,39.70417,429897.81725,2203360.16511,3,0,0,4,7,11,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,3.00000,50.00000,36.00000
8882,78,"453,256408057457",ул. Вологодская,"92a, 83, 78, 33, 18л",NA,NA,"95, 83, 79, 78, 56, 44, 29, 25, 23",47.29712,39.72211,430090.27040,2204720.52262,5,0,0,9,14,31,Мясникова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,9.00000,2.40000,22.00000,72.00000
5972,78,"518,467511219671",пос. Мясникован,"92a, 83, 78, 33, 18п",NA,NA,"95, 83, 79, 78, 56, 44, 29, 25, 23",47.29582,39.72776,429938.84380,2205145.51455,5,0,0,9,14,16,Мясникова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,1.80000,21.00000,120.00000
9632,78,"311,17439307052",ул. Лелюшенко,"83, 78, 54, 33, 89",NA,NA,"83, 78, 56, 25, 23",47.29655,39.73746,430008.22788,2205880.45954,5,0,0,5,10,37,Темерник,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,25.00000,1.30000,40.00000,144.00000
10071,78,"426,36277883015",ул. Миронова,"89, 83, 78, 33",NA,NA,"83, 78, 56, 25, 23",47.29757,39.74367,430114.13655,2206351.94266,4,0,0,5,9,42,Темерник,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,23.00000,2.30000,40.00000,456.00000
6392,78,"4475,63880375734","пр. Королева, 4","94, 78, 18п, 18л",NA,NA,"94, 79, 78, 44, 23, 11",47.29158,39.69491,429508.01435,2202653.15425,4,0,0,6,10,21,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,5.00000,,40.00000,216.00000
885,80,"234,12809166261",Александровка,"80, 54",NA,NA,"66, 63, 55, 53, 88, 80, 67",47.24445,39.83189,424106.20083,2212936.93226,2,0,0,7,9,14,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,9.00000,1.20000,30.00000,120.00000
7251,80,"54,9562072934703",Рынок,"80, 54",NA,NA,"88, 80, 67, 63, 55",47.24291,39.83400,423932.63719,2213094.15191,2,0,0,5,7,56,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,5.00000,,60.00000,3.12000
6121,80,"441,273816727722","пр. 40 лет Победы, 99","80, 54",NA,NA,"88, 80, 67, 66, 63, 55, 53",47.24174,39.83490,423801.56021,2213160.37541,2,0,0,7,9,42,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,5.00000,,60.00000,3.12000
6093,80,"330,555829367293",пр. 40 лет Победы,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23893,39.83049,423494.08684,2212821.87266,4,0,1,8,13,39,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,5.00000,,50.00000,48.00000
2283,80,"214,791220322108",Дом-интернат,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23815,39.82627,423412.10185,2212501.06876,4,0,1,8,13,19,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,2.70000,,40.00000,24.00000
3714,80,"188,93606158532",Общежитие,"54, 80, 70, 68",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23782,39.82347,423378.56280,2212288.51793,4,0,1,8,13,22,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165,9.00000,,40.00000,96.00000
